system   D            wsystem.c:583  maybe_parent_dir                 [   0.00080] Also searching C:\Users\Aleksandra\Desktop\OLKA\snake-gra\Project3\
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.36816] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.36817] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.36817] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   3.36818] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   3.36819] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   3.36820] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   3.36821] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   3.36832] added dtor for object 09736A70, func 01962590
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.36846] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.36848] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.36942] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.36944] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.37043] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.37045] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.37046] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.37047] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.37048] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.37049] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.37050] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.37050] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.37051] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   3.37052] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   3.37053] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   3.37054] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   3.37055] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   3.37064] added dtor for object 09736D70, func 01962590
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.37076] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.37077] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.37165] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.37167] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.37255] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.37257] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.37258] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.37259] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.37260] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.37261] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.37261] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.37262] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.37263] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   3.37264] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   3.37265] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   3.37266] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   3.37267] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   3.37276] added dtor for object 09736470, func 01962590
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.37288] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.37290] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.37378] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.37380] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.37467] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.37468] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.37469] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.37470] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.37471] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.37472] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.37473] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.37474] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.37475] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   3.37475] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   3.37476] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   3.37477] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   3.37478] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   3.37488] added dtor for object 09736F70, func 01962590
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.37499] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.37500] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.37589] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.37591] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.37688] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.37690] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.37691] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.37692] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.37693] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.37694] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.37694] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.37695] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.37696] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   3.37697] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   3.37698] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   3.37699] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   3.37700] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   3.37708] added dtor for object 09737170, func 01962590
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.37719] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.37720] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.37818] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.37820] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.37915] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.37917] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.37918] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.37919] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.37920] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.37920] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.37921] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.37922] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.37923] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   3.37924] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   3.37925] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   3.37926] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   3.37926] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   3.37936] added dtor for object 09737C70, func 01962590
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.37946] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.37948] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.38053] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.38055] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.38145] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.38148] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.38244] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.38248] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.38311] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.38313] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.38370] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.38372] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.38433] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.38435] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.38490] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.38492] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.38546] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.38548] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.38603] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.38605] _al_d3d_sync_bitmap (video) ref count == 2
font     W               font.c:286  al_init_font_addon               [   3.38669] Font addon already initialised.
font     W                ttf.c:854  al_init_ttf_addon                [   3.38671] TTF addon already initialised.
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.38711] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.38713] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.38714] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.38715] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.38716] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.38717] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.38717] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.38718] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.38719] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   3.38720] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   3.38721] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   3.38722] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   3.38723] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   3.38734] added dtor for object 09736570, func 01962590
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.38751] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.38753] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.38848] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.38850] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.38949] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.38951] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.38952] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.38953] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.38954] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.38954] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.38955] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.38956] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.38957] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   3.38958] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   3.38959] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   3.38960] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   3.38961] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   3.38976] added dtor for object 09737770, func 01962590
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.38988] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.38990] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.39078] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.39080] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.39183] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.39184] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.39186] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.39187] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.39188] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.39188] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.39189] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.39190] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.39191] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   3.39192] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   3.39193] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   3.39194] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   3.39195] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   3.39203] added dtor for object 09737F70, func 01962590
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.39216] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.39218] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.39311] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.39313] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.39414] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.39416] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.39417] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.39418] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.39419] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.39420] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.39420] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.39421] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.39422] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   3.39423] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   3.39424] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   3.39425] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   3.39426] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   3.39435] added dtor for object 09737870, func 01962590
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.39447] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.39449] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.39546] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.39548] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.39646] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.39649] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.39650] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.39651] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.39652] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.39653] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.39654] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.39655] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.39656] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   3.39656] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   3.39657] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   3.39658] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   3.39659] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   3.39668] added dtor for object 09737970, func 01962590
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.39681] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.39682] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.39764] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.39767] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.39873] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.39875] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.39876] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.39877] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.39878] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.39879] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.39880] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.39880] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.39881] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   3.39882] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   3.39883] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   3.39884] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   3.39885] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   3.39901] added dtor for object 09737270, func 01962590
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.39923] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.39928] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.40063] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.40066] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.40153] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.40155] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.40156] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.40157] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.40158] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.40159] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.40159] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.40161] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.40162] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   3.40163] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   3.40163] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   3.40164] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   3.40165] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   3.40180] added dtor for object 09737E70, func 01962590
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.40201] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.40203] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.40291] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.40294] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.40380] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.40382] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.40383] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.40384] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.40385] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.40386] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.40387] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.40388] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.40388] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   3.40389] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   3.40390] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   3.40391] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   3.40392] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   3.40407] added dtor for object 09736770, func 01962590
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.40422] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.40424] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.40503] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.40505] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.40589] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.40591] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.40694] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.40698] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.40754] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.40757] _al_d3d_sync_bitmap (video) ref count == 2
